project,Url,Description,Files,Loc,Commit,IssueCommit,Committer,IssueCommiter,PyFiles,PyLoc,AvgLoCPerFile
12306,https://github.com/testerSunshine/12306,12306鏅鸿兘鍒风エ锛岃绁?2306,51,3395,316,4,30,3,49,3342,68.20408163
acme-tiny,https://github.com/diafygi/acme-tiny,A tiny script to issue and renew TLS certs from Let's Encryptacme-tiny,6,690,125,22,39,2,6,690,115
Agriculture_KnowledgeGraph,https://github.com/qq547276542/Agriculture_KnowledgeGraph,鍐滀笟鐭ヨ瘑鍥捐�?AgriKG)锛氬啘涓氶鍩熺殑淇℃伅妫€绱紝鍛藉悕瀹炰綋璇嗗埆锛屽叧绯绘娊鍙栵紝鏅鸿兘闂瓟锛岃緟鍔╁喅绛朅griculture_KnowledgeGraph,251,651103,136,0,7,0,95,13563,142.7684211
AidLearning-FrameWork,https://github.com/aidlearning/AidLearning-FrameWork,AidLearning-FrameWork,38,6835,427,0,5,0,28,1692,60.42857143
aiohttp,https://github.com/aio-libs/aiohttp,Asynchronous HTTP client/server framework for asyncio and Pythonaiohttp,159,43589,5014,1715,559,437,131,41341,315.5801527
airavata-django-portal,https://github.com/apache/airavata-django-portal,Mirror of Apache Airavata Django Portalairavata-django-portal,381,124654,578,0,8,0,158,87893,556.2848101
airflow,https://github.com/apache/airflow,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflowsairflow",942,116840,4163,2086,874,706,836,93232,111.5215311
akshare,https://github.com/jindaxiang/akshare,"AKShare is an elegant and simple financial data interface library for Python, built for human beings! 寮€婧愯储缁忔暟鎹帴鍙ｅ簱akshare",292,53574,2003,0,18,0,281,40282,143.3523132
albumentations,https://github.com/albumentations-team/albumentations,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:  https://albumentations.ai/docs/ Paper about the library: https://www.mdpi.com/2078-2489/11/2/125albumentations,64,12342,564,327,104,91,43,11585,269.4186047
algo,https://github.com/trailofbits/algo,Set up a personal VPN in the cloudalgo,119,6037,779,487,144,137,8,1560,195
algorithms,https://github.com/keon/algorithms,algorithms,400,12967,338,195,136,103,397,12905,32.50629723
allennlp,https://github.com/allenai/allennlp,allennlp,593,64966,1890,1769,199,197,563,58485,103.8809947
allura,https://github.com/apache/allura,Mirror of Apache Alluraallura,980,130667,7229,6276,68,60,457,78538,171.8555799
alpha_vantage,https://github.com/RomelTorres/alpha_vantage,A python wrapper for Alpha Vantage API for financial data.alpha_vantage,24,1766,341,20,43,8,20,1697,84.85
AlphaPose,https://github.com/MVIG-SJTU/AlphaPose,Real-Time and Accurate Full-Body Multi-Person Pose Estimation&Tracking SystemAlphaPose,177,28114,115,6,15,5,140,16866,120.4714286
altair,https://github.com/altair-viz/altair,Declarative statistical visualization library for Pythonaltair,258,69662,1249,30,107,17,240,21271,88.62916667
androguard,https://github.com/androguard/androguard,"Reverse engineering, Malware and goodware analysis of Android applications ... and more (ninja !)androguard",172,129822,1237,73,81,17,82,25232,307.7073171
angr,https://github.com/angr/angr,A powerful and user-friendly binary analysis platform!angr,1130,241478,4189,1005,185,100,1117,238373,213.4046553
anki,https://github.com/ankitects/anki,Anki for desktop computersanki,780,79169,4084,80,73,16,285,33723,118.3263158
anomaly-detection-resources,https://github.com/yzhao062/anomaly-detection-resources,"Anomaly detection related books, papers, videos, and toolboxesanomaly-detection-resources",2,42,192,6,11,1,2,42,21
ansible,https://github.com/ansible/ansible,ansible,8004,1053096,18876,11281,2837,1971,3636,774125,212.9056656
ansible-for-devops,https://github.com/geerlingguy/ansible-for-devops,ansible-for-devops,135,3330,337,145,23,2,3,363,121
apex,https://github.com/NVIDIA/apex,A PyTorch Extension:  Tools for easy mixed precision and distributed training in Pytorchapex,336,54153,669,172,82,58,220,23543,107.0136364
apistar,https://github.com/encode/apistar,The Web API toolkit. 馃洜apistar,115,10132,349,75,52,35,29,2530,87.24137931
apprise,https://github.com/caronc/apprise,Apprise - Push Notifications that work with just about every platform!apprise,158,34232,435,222,26,19,149,34007,228.2348993
apscheduler,https://github.com/agronholm/apscheduler,Task scheduling library for Pythonapscheduler,58,5804,393,41,17,12,54,5675,105.0925926
ArchiveBox,https://github.com/ArchiveBox/ArchiveBox,"馃梼 Open source self-hosted web archiving. Takes URLs/browser history/bookmarks/Pocket/Pinboard/etc., saves HTML, JS, PDFs, media, and more...ArchiveBox",176,17414,1986,6,60,5,115,9548,83.02608696
arrow,https://github.com/arrow-py/arrow,Better dates & times for Pythonarrow,21,12816,825,214,240,79,21,12816,610.2857143
arxiv-sanity-preserver,https://github.com/karpathy/arxiv-sanity-preserver,"Web interface for browsing, search and filtering recent arxiv submissionsarxiv-sanity-preserver",10,1102,174,0,23,0,10,1102,110.2
asciinema,https://github.com/asciinema/asciinema,Terminal session recorder 馃摴asciinema,28,1461,420,13,28,5,28,1461,52.17857143
asm-dude,https://github.com/HJLebbink/asm-dude,Visual Studio extension for assembly syntax highlighting and code completion in assembly files and the disassembly windowasm-dude,249,124493,714,1,9,1,28,45038,1608.5
ASRT_SpeechRecognition,https://github.com/nl8590687/ASRT_SpeechRecognition,ASRT_SpeechRecognition,25,3584,144,0,12,0,24,3578,149.0833333
astroquery,https://github.com/astropy/astroquery,astroquery,450,163940,3662,58,94,19,323,27366,84.7244582
asyncpg,https://github.com/MagicStack/asyncpg,A fast PostgreSQL Database Client Library for Python/asyncio.asyncpg,68,17890,631,145,57,31,48,12616,262.8333333
attention-is-all-you-need-pytorch,https://github.com/jadore801120/attention-is-all-you-need-pytorch,"A PyTorch implementation of the Transformer model in ""Attention is All You Need"".attention-is-all-you-need-pytorch",14,1249,168,2,9,2,13,1237,95.15384615
attrs,https://github.com/python-attrs/attrs,Python Classes Without Boilerplateattrs,47,10125,719,307,97,91,40,8663,216.575
bitbake,https://github.com/openembedded/bitbake,The official bitbake Git is at https://git.openembedded.org/bitbake/. Do not open issues or file pull requests here.bitbake,373,83082,5222,1083,225,84,224,50876,227.125
boto,https://github.com/boto/boto,"For the latest version of boto, see https://github.com/boto/boto3 -- Python interface to Amazon Web Servicesboto",674,82429,5052,384,647,95,665,80160,120.5413534
calibre,https://github.com/kovidgoyal/calibre,The official source code repository for the calibre ebook managercalibre,2089,539568,24119,3967,231,21,1297,335425,258.616037
cassandra-dtest,https://github.com/apache/cassandra-dtest,Mirror of Distributed test suite for Apache Cassandracassandra-dtest,182,58804,2902,194,87,38,139,58219,418.8417266
celery,https://github.com/celery/celery,Distributed Task Queue (development branch)celery,348,53521,6797,1239,749,312,322,49038,152.2919255
cerbero,https://github.com/pitivi/cerbero,Cerbero build system used to build the official upstream GStreamer 1.0 SDK binariescerbero,129,15818,2672,6,51,4,104,11647,111.9903846
certbot,https://github.com/certbot/certbot,Certbot is EFF's tool to obtain certs from Let's Encrypt and (optionally) auto-enable HTTPS on your server.  It can also act as a client for any other CA that uses the ACME protocol.certbot,417,48951,3117,1064,308,173,316,39457,124.8639241
ChatterBot,https://github.com/gunthercox/ChatterBot,"ChatterBot is a machine learning, conversational dialog engine for creating chat botsChatterBot",136,15116,1034,29,55,8,122,8629,70.7295082
cheetah,https://github.com/cheetahtemplate/cheetah,a very fast brute force webshell password toolcheetah,71,9692,547,6,13,2,64,8693,135.828125
cherrypy,https://github.com/cherrypy/cherrypy,"CherryPy is a pythonic, object-oriented HTTP framework.      https://cherrypy.devcherrypy",125,31838,2597,589,111,39,109,16546,151.7981651
cobbler,https://github.com/cobbler/cobbler,Cobbler is a versatile Linux deployment servercobbler,153,20870,3376,149,204,29,120,16540,137.8333333
codespeed,https://github.com/tobami/codespeed,A web application to monitor and analyze the performance of your codecodespeed,84,6597,388,24,30,9,42,3547,84.45238095
d2l-en,https://github.com/d2l-ai/d2l-en,d2l-en,13,6534,3444,826,181,168,6,5851,975.1666667
dagster,https://github.com/dagster-io/dagster,"An orchestration platform for the development, production, and observation of data assets.dagster",2586,311231,5772,1019,124,106,1982,272135,137.3032291
DAIN,https://github.com/baowenbo/DAIN,Depth-Aware Video Frame Interpolation (CVPR 2019)DAIN,103,9157,144,1,9,1,80,5483,68.5375
DALLE-pytorch,https://github.com/lucidrains/DALLE-pytorch,"Implementation / replication of DALL-E, OpenAI's Text to Image Transformer, in PytorchDALLE-pytorch",21,2575,403,18,25,8,18,2546,141.4444444
darkflow,https://github.com/Hydragon516/darkflow,"Translate darknet to tensorflow. Load trained weights, retrain/fine-tune using tensorflow, export constant graph def to mobile devicesdarkflow",41,2882,245,1,27,1,35,2607,74.48571429
dash,https://github.com/plotly/dash,"Analytical Web Apps for Python, R, Julia, and Jupyter. No JavaScript Required.dash",631,225569,1959,125,83,27,216,26193,121.2638889
dask,https://github.com/dask/dask,Parallel computing with task schedulingdask,269,85444,4844,2781,444,415,229,83791,365.8995633
data-science-blogs,https://github.com/rushter/data-science-blogs,A curated list of data science blogsdata-science-blogs,2,37,304,51,90,47,2,37,18.5
dataset,https://github.com/pudo/dataset,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.dataset",10,1355,293,40,46,7,10,1355,135.5
datasets,https://github.com/huggingface/datasets,"馃 The largest hub of ready-to-use datasets for ML models with fast, easy-to-use and efficient data manipulation toolsdatasets",1653,128345,1856,1541,311,306,899,116681,129.7897664
datasette,https://github.com/simonw/datasette,An open source multi-tool for exploring and publishing datadatasette,132,19893,1616,1025,58,55,74,17163,231.9324324
ddia,https://github.com/Vonng/ddia,銆奃esigning Data-Intensive Application銆婦DIA涓枃缈昏瘧ddia,5,134,238,9,67,3,2,49,24.5
deap,https://github.com/DEAP/deap,Distributed Evolutionary Algorithms in Pythondeap,155,20195,991,12,70,4,127,8613,67.81889764
DeDRM_tools,https://github.com/apprenticeharper/DeDRM_tools,DeDRM tools for ebooksDeDRM_tools,74,24742,177,2,45,2,62,24346,392.6774194
DeepCTR,https://github.com/shenweichen/DeepCTR,"Easy-to-use,Modular and Extendible package of deep-learning based CTR models .DeepCTR",121,7266,104,22,15,9,115,7096,61.70434783
deep-daze,https://github.com/lucidrains/deep-daze,Simple command line tool for text to image generation using OpenAI's CLIP and Siren (Implicit neural representation network). Technique was originally created by https://twitter.com/advadnoundeep-daze,7,1178,173,3,16,1,6,1154,192.3333333
DeepFaceLab,https://github.com/iperov/DeepFaceLab,DeepFaceLab is the leading software for creating deepfakes.DeepFaceLab,132,15697,948,18,19,15,130,15664,120.4923077
deep-learning-for-image-processing,https://github.com/WZMIAOMIAO/deep-learning-for-image-processing,deep-learning-for-image-processing,281,25819,535,0,3,0,271,25458,93.94095941
deepo,https://github.com/ACodeRun/deepo,deepo,30,1421,114,21,10,10,25,783,31.32
DeepPavlov,https://github.com/deepmipt/DeepPavlov,DeepPavlov,559,58105,1145,391,79,60,314,29722,94.65605096
DeepSpeed,https://github.com/microsoft/DeepSpeed,"DeepSpeed is a deep learning optimization library that makes distributed training easy, efficient, and effective.DeepSpeed",316,51768,612,524,72,69,206,37651,182.7718447
deis,https://github.com/deis/deis,"Deis v1, the CoreOS and Docker PaaS: Your PaaS. Your Rules. deis",1184,176872,2216,165,147,28,90,11667,129.6333333
deluge,https://github.com/deluge-torrent/deluge,"Deluge BitTorrent client - Git mirror, PRs onlydeluge",401,110132,3321,357,58,30,262,42970,164.0076336
deoplete.nvim,https://github.com/Shougo/deoplete.nvim,:stars: Dark powered asynchronous completion framework for neovim/Vim8deoplete.nvim,57,4128,1610,325,95,6,44,2643,60.06818182
Detectron,https://github.com/facebookresearch/Detectron,"FAIR's research platform for object detection research, implementing popular algorithms like Mask R-CNN and RetinaNet.Detectron",188,16536,114,17,37,15,84,11753,139.9166667
detectron2,https://github.com/facebookresearch/detectron2,detectron2,652,51569,1229,112,189,56,427,41488,97.16159251
devicon,https://github.com/devicons/devicon,"Set of icons representing programming languages, designing & development toolsdevicon",40,12504,458,145,58,29,13,843,64.84615385
dev-setup,https://github.com/donnemartin/dev-setup,"macOS development environment setup:  Easy-to-understand instructions with automated setup scripts for developer tools like Vim, Sublime Text, Bash, iTerm, Python data analysis, Spark, Hadoop MapReduce, AWS, Heroku, JavaScript web development, Android development, common data stores, and dev-based OS X defaults.dev-setup",21,1343,290,18,13,8,5,13,2.6
diagrams,https://github.com/mingrammer/diagrams,:art: Diagram as Code for prototyping cloud system architecturesdiagrams,222,15590,363,144,96,79,209,5510,26.36363636
dirsearch,https://github.com/maurosoria/dirsearch,Web path scannerdirsearch,244,141883,840,16,64,8,239,141629,592.5899582
discord.py,https://github.com/Rapptz/discord.py,An API wrapper for Discord written in Python.discord.py,143,26814,3452,202,321,23,126,24528,194.6666667
discover-flask,https://github.com/realpython/discover-flask,discover-flask,28,581,107,0,3,0,20,431,21.55
django,https://github.com/django/django,django,2600,301936,19724,12717,1827,1373,1942,225157,115.9407827
django-allauth,https://github.com/pennersr/django-allauth,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party (social) account authentication.django-allauth",542,18834,1784,398,537,122,502,17203,34.2689243
DjangoBlog,https://github.com/liangliangyy/DjangoBlog,DjangoBlog,137,10634,376,33,20,4,78,5415,69.42307692
django-cms,https://github.com/django-cms/django-cms,The easy-to-use and developer-friendly enterprise CMS powered by Django django-cms,730,96204,7807,894,450,175,304,44064,144.9473684
django-crispy-forms,https://github.com/django-crispy-forms/django-crispy-forms,The best way to have DRY Django forms. The app provides a tag and filter that lets you quickly render forms in a div format while providing an enormous amount of capability to configure and control the rendered HTML.django-crispy-forms,166,6269,970,259,182,72,26,3987,153.3461538
django-extensions,https://github.com/django-extensions/django-extensions,This is a repository for collecting global custom management extensions for the Django Framework. django-extensions,226,16251,2312,251,497,88,202,14859,73.55940594
django-haystack,https://github.com/django-haystack/django-haystack,Modular search for Djangodjango-haystack,149,26306,1296,135,199,40,128,23614,184.484375
django-oscar,https://github.com/django-oscar/django-oscar,Domain-driven e-commerce for Djangodjango-oscar,935,63190,2599,316,240,94,647,40741,62.9690881
django-rest-framework,https://github.com/encode/django-rest-framework,Web APIs for Django. 馃幐django-rest-framework,233,36426,4275,1099,871,323,136,24473,179.9485294
django-tastypie,https://github.com/django-tastypie/django-tastypie,django-tastypie,163,15566,1058,140,200,55,151,14915,98.77483444
dnsmasq-china-list,https://github.com/felixonmars/dnsmasq-china-list,Chinese-specific configuration to improve your favorite DNS server. Best partner for chnroutes.dnsmasq-china-list,6,464,130396,80,68,15,3,348,116
doccano,https://github.com/doccano/doccano,Open source annotation tool for machine learning practitioners.doccano,441,16272,799,43,61,13,121,6691,55.29752066
docker-py,https://github.com/docker/docker-py,A Python library for the Docker Engine APIdocker-py,139,20082,1817,99,352,53,130,19901,153.0846154
docker-stacks,https://github.com/jupyter/docker-stacks,Ready-to-run Docker images containing Jupyter applicationsdocker-stacks,70,2733,1310,83,205,29,34,1327,39.02941176
docopt,https://github.com/docopt/docopt,"Pythonic command line arguments parser, that will make you smiledocopt",23,1066,315,17,26,3,23,1066,46.34782609
docutils,https://github.com/docutils-mirror/docutils,docutils,337,52487,3806,23,32,7,265,34871,131.5886792
dotbot,https://github.com/anishathalye/dotbot,A tool that bootstraps your dotfiles 鈿★笍dotbot,87,2615,182,5,28,2,23,859,37.34782609
dowhy,https://github.com/microsoft/dowhy,"DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions. DoWhy is based on a unified language for causal inference, combining causal graphical models and potential outcomes frameworks. dowhy",104,8085,360,88,43,15,96,7926,82.5625
dumb-init,https://github.com/Yelp/dumb-init,A minimal init system for Linux containersdumb-init,11,688,186,2,21,1,11,688,62.54545455
dvc,https://github.com/iterative/dvc,馃Data Version Control | Git for Data & Models | ML Experiments Managementdvc,481,59006,3910,1838,216,177,454,57609,126.8920705
dymos,https://github.com/OpenMDAO/dymos,Open Source Optimization of Dynamic Multidisciplinary Systemsdymos,220,24042,109,66,8,7,216,23863,110.4768519
EasyOCR,https://github.com/JaidedAI/EasyOCR,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.EasyOCR",26,3643,288,5,94,5,24,3557,148.2083333
easytrader,https://github.com/shidenggui/easytrader,鎻愪緵鍚岃姳椤哄鎴风/鍥介�?鍗庢嘲瀹㈡埛绔?闆悆鐨勫熀閲戙€佽偂绁ㄨ嚜鍔ㄧ▼搴忓寲浜ゆ槗浠ュ強鑷姩鎵撴柊锛屾敮鎸佽窡�?joinquant /ricequant 妯℃嫙浜ゆ槗 �?瀹炵洏闆悆缁勫�? 閲忓寲浜ゆ槗缁勪欢easytrader,43,3274,480,69,47,37,35,3182,90.91428571
edgedb,https://github.com/edgedb/edgedb,The next generation relational database.edgedb,459,190091,2856,937,33,27,399,173867,435.7568922
eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,https://github.com/eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee/eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,87,744,193,3,130,3,6,76,12.66666667
Eel,https://github.com/ChrisKnott/Eel,Eel,51,16006,171,21,35,10,21,767,36.52380952
eht-imaging,https://github.com/achael/eht-imaging,"Imaging, analysis, and simulation software for radio interferometryeht-imaging",77,27626,1371,0,28,0,75,27593,367.9066667
einops,https://github.com/arogozhnikov/einops,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others)einops",33,3837,260,8,12,1,24,2573,107.2083333
elastalert,https://github.com/Yelp/elastalert,Easy & Flexible Alerting With ElasticSearchelastalert,56,13168,1381,24,248,19,29,12278,423.3793103
elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,High level Python client for Elasticsearchelasticsearch-dsl-py,71,9428,837,238,118,45,68,9189,135.1323529
elasticsearch-py,https://github.com/elastic/elasticsearch-py,Official Elasticsearch client library for Pythonelasticsearch-py,144,18565,555,83,76,30,122,17676,144.8852459
electrum,https://github.com/spesmilo/electrum,Electrum Bitcoin Walletelectrum,340,85103,5171,697,182,75,291,75757,260.3333333
emissary,https://github.com/emissary-ingress/emissary,open source Kubernetes-native API gateway for microservices built on the Envoy Proxyemissary,5897,1484007,3613,150,81,20,223,31297,140.3452915
espnet,https://github.com/espnet/espnet,espnet,2570,181002,7867,86,202,28,798,95177,119.2694236
esptool,https://github.com/espressif/esptool,esptool,81,21781,644,62,75,11,51,12495,245
EverydayWechat,https://github.com/sfyc23/EverydayWechat,寰俊鍔╂墜�?.姣忔棩瀹氭椂缁欏ソ鍙嬶紙濂冲弸锛夊彂閫佸畾鍒舵秷鎭€?.鏈哄櫒浜鸿嚜鍔ㄥ洖澶嶅ソ鍙嬨�?.缇ゅ姪鎵嬪姛鑳斤紙渚嬪锛氭煡璇㈠瀮鍦惧垎绫汇€佸ぉ姘斻€佹棩鍘嗐€佺數褰卞疄鏃剁エ鎴裤€佸揩閫掔墿娴併€丳M2.5绛夛級EverydayWechat,56,4806,141,0,14,0,54,2217,41.05555556
explainshell,https://github.com/idank/explainshell,match command-line arguments to their help textexplainshell,58,30243,215,26,15,6,26,3142,120.8461538
fabric,https://github.com/fabric/fabric,"Simple, Pythonic remote execution and deployment.fabric",51,4302,1172,65,16,4,45,4241,94.24444444
face_recognition,https://github.com/ageitgey/face_recognition,The world's simplest facial recognition api for Python and the command lineface_recognition,35,1908,184,11,43,6,30,1451,48.36666667
faceai,https://github.com/vipstone/faceai,涓€娆惧叆闂ㄧ骇鐨勪汉鑴搞€佽棰戙€佹枃瀛楁娴嬩互鍙婅瘑鍒殑椤圭�?faceai,26,806,116,0,8,0,25,715,28.6
face-alignment,https://github.com/1adrianb/face-alignment,:fire: 2D and 3D Face alignment library build using pytorch face-alignment,26,1436,154,20,22,2,24,1366,56.91666667
facenet,https://github.com/davidsandberg/facenet,facenet,71,7535,223,0,31,0,66,6715,101.7424242
faceswap,https://github.com/deepfakes/faceswap,faceswap,202,35780,916,189,76,62,186,34737,186.7580645
fail2ban,https://github.com/fail2ban/fail2ban,Daemon to ban hosts that cause multiple authentication errorsfail2ban,102,21171,2958,177,190,34,84,19789,235.5833333
fairseq,https://github.com/pytorch/fairseq,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.fairseq,972,114277,1823,943,314,245,748,103730,138.6764706
faker,https://github.com/joke2k/faker,Faker is a Python package that generates fake data for you.faker,559,98089,1626,411,397,199,547,97465,178.1809872
falcon,https://github.com/falconry/falcon,"The no-nonsense REST API and microservices framework for Python developers, with a focus on reliability, correctness, and performance at scale.falcon",245,29202,1258,721,162,133,211,27348,129.6113744
fashion-mnist,https://github.com/zalandoresearch/fashion-mnist,A MNIST-like fashion product database. Benchmark :point_down: fashion-mnist,8,477,144,25,13,2,8,477,59.625
fastapi,https://github.com/tiangolo/fastapi,"FastAPI framework, high performance, easy to learn, fast to code, ready for productionfastapi",570,41038,1385,624,233,228,512,36305,70.90820313
FATE,https://github.com/FederatedAI/FATE,FATE,2080,185379,1924,9,67,6,1162,103972,89.4767642
faust,https://github.com/robinhood/faust,faust,358,50290,3238,130,83,8,341,46419,136.1260997
featuretools,https://github.com/alteryx/featuretools,An open source python library for automated feature engineeringfeaturetools,154,23891,655,637,56,55,137,22857,166.8394161
ffmpeg-python,https://github.com/kkroening/ffmpeg-python,Python bindings for FFmpeg - with complex filtering supportffmpeg-python,39,12410,303,47,23,3,20,2234,111.7
ffsubsync,https://github.com/smacke/ffsubsync,Automagically synchronize subtitles with video.ffsubsync,39,3518,200,14,8,3,26,3275,125.9615385
flair,https://github.com/flairNLP/flair,A very simple framework for state-of-the-art Natural Language Processing (NLP)flair,80,26498,2353,44,193,20,69,26196,379.6521739
Flashlight,https://github.com/nate-parrott/Flashlight,The missing Spotlight plugin systemFlashlight,1459,101102,1160,32,139,6,494,40920,82.8340081
flask,https://github.com/pallets/flask,The Python micro framework for building web applications.flask,103,10299,1859,282,544,139,71,9769,137.5915493
flask-admin,https://github.com/flask-admin/flask-admin,flask-admin,418,118146,1618,181,301,47,128,15793,123.3828125
Flask-AppBuilder,https://github.com/dpgaspar/Flask-AppBuilder,Flask-AppBuilder,407,54464,2919,337,147,69,243,25301,104.1193416
Flask-SocketIO,https://github.com/miguelgrinberg/Flask-SocketIO,Socket.IO integration for Flask applications.Flask-SocketIO,18,1738,214,50,36,18,9,1373,152.5555556
flask-sqlalchemy,https://github.com/pallets/flask-sqlalchemy,Adds SQLAlchemy support to Flaskflask-sqlalchemy,49,2305,295,31,67,12,31,1881,60.67741935
flocker,https://github.com/ClusterHQ/flocker,Container data volume manager for your Dockerized applicationflocker,442,78555,11713,28,49,10,374,64558,172.6149733
flower,https://github.com/mher/flower,Real-time monitor and web admin for Celery distributed task queueflower,113,17024,869,243,185,93,49,3878,79.14285714
fluo-muchos,https://github.com/apache/fluo-muchos,Apache Fluo Muchosfluo-muchos,70,2490,102,55,6,4,8,977,122.125
folium,https://github.com/python-visualization/folium,Python Data. Leaflet.js Maps. folium,105,20552,854,167,117,61,71,4508,63.49295775
formspree,https://github.com/formspree/formspree,Easy HTML form without PHP or JavaScriptformspree,161,12813,573,9,20,5,42,4071,96.92857143
freqtrade,https://github.com/freqtrade/freqtrade,freqtrade,251,42788,7645,295,217,37,203,40907,201.5123153
frida,https://github.com/frida/frida,frida,28,5794,3107,46,40,26,9,2361,262.3333333
fsociety,https://github.com/Manisso/fsociety,fsociety Hacking Tools Pack �?A Penetration Testing Frameworkfsociety,10,1834,212,3,19,2,1,1420,1420
full-stack-fastapi-postgresql,https://github.com/tiangolo/full-stack-fastapi-postgresql,"Full stack, modern web application generator. Using FastAPI, PostgreSQL as database, Docker, automatic HTTPS and more.full-stack-fastapi-postgresql",106,2750,101,40,16,16,45,1327,29.48888889
fuzzDicts,https://github.com/TheKingOfDuck/fuzzDicts,"Web Pentesting Fuzz 瀛楀吀,涓€涓氨澶熶簡銆俧uzzDicts",23,1068,150,0,5,0,22,1059,48.13636364
fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,Fuzzy String Matching in Pythonfuzzywuzzy,11,975,211,10,45,8,11,975,88.63636364
gajim,https://github.com/gajim/gajim,Mirror of the main Gajim! repo File Bugs at https://dev.gajim.org/gajim/gajimgajim,241,89973,2139,242,63,15,224,89028,397.4464286
gallery-dl,https://github.com/mikf/gallery-dl,Command-line program to download image galleries and collections from several image hosting sitesgallery-dl,204,30471,3099,1111,50,47,197,30153,153.0609137
Games,https://github.com/CharlesPikachu/Games,Games,186,12760,131,1,1,1,182,12724,69.91208791
GamestonkTerminal,https://github.com/GamestonkTerminal/GamestonkTerminal,GamestonkTerminal,553,495978,857,212,52,24,336,51081,152.0267857
gef,https://github.com/hugsy/gef,GEF (GDB Enhanced Features) - a modern experience for GDB with advanced debugging features for exploit developers & reverse engineers 鈽ef,37,10204,1712,408,93,36,5,9496,1899.2
gensim,https://github.com/RaRe-Technologies/gensim,Topic Modelling for Humansgensim,859,209440,2324,769,349,242,720,169999,236.1097222
geopy,https://github.com/geopy/geopy,Geocoding library for Python.geopy,93,10309,907,99,116,47,88,10021,113.875
ggpy,https://github.com/yhat/ggpy,ggplot port for pythonggpy,110,5307,205,2,17,2,108,5295,49.02777778
GHunt,https://github.com/mxrch/GHunt,GHunt,17,1667,149,26,21,6,17,1667,98.05882353
gibMacOS,https://github.com/corpnewt/gibMacOS,gibMacOS,10,2640,165,0,8,0,10,2640,264
gitfiti,https://github.com/gelstudios/gitfiti,abusing github commit history for the lulzgitfiti,3,483,102,2,26,2,3,483,161
GitGutter,https://github.com/jisaacks/GitGutter,A Sublime Text 2/3 plugin to see git diff in gutterGitGutter,34,2803,411,62,72,8,28,2592,92.57142857
GitHub520,https://github.com/521xueweihan/GitHub520,:kissing_heart: 璁╀綘鈥滅埍鈥濅�?GitHub锛岃В鍐宠闂椂鍥捐銆佸姞杞芥參鐨勯棶棰樸€傦紙鏃犻渶瀹夎锛塆itHub520,1,118,3497,0,8,0,1,118,118
gitpitch,https://github.com/gitpitch/gitpitch,"Markdown Presentations for Tech Conferences, Training, Developer Advocates, and Educators.gitpitch",26,253,151,4,7,4,1,22,22
gitsome,https://github.com/donnemartin/gitsome,A supercharged Git/GitHub command line interface (CLI).  An official integration for GitHub and GitHub Enterprise: https://github.com/works-with/category/desktop-toolsgitsome,360,50344,786,45,29,18,326,46252,141.8773006
gixy,https://github.com/yandex/gixy,Nginx configuration static analyzergixy,55,4778,110,9,18,1,48,4741,98.77083333
glance,https://github.com/samuelmeuli/glance,OpenStack Image Management (Glance). Mirror of code maintained at opendev.org.glance,219,47347,2005,382,67,10,102,10595,103.872549
glances,https://github.com/nicolargo/glances,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.glances",234,48964,2387,494,108,15,109,12348,113.2844037
gluon-cv,https://github.com/dmlc/gluon-cv,gluon-cv,698,133379,739,699,116,112,591,75850,128.3417936
gmvault,https://github.com/gaubert/gmvault,gmvault,65,9727,959,6,19,3,51,9130,179.0196078
Gooey,https://github.com/chriskiehl/Gooey,Turn (almost) any Python command line program into a full GUI application with one lineGooey,141,9348,505,69,94,15,115,5811,50.53043478
google-api-python-client,https://github.com/googleapis/google-api-python-client,馃悕 The official Python client library for Google's discovery based APIs.google-api-python-client,4136,2728799,803,417,160,102,86,9526,110.7674419
google-cloud-python,https://github.com/googleapis/google-cloud-python,Google Cloud Client Library for Pythongoogle-cloud-python,4,173,255,145,54,42,1,112,112
