project,und_avg_infectfile_authornum,und_avg_infectfile_issuenum,und_avg_infectfile_changecmt,und_avg_infectfile_changeloc,und_avg_infectfile_bugcmt,und_avg_infectfile_bugloc,und_avg_unfectfile_authornum,und_avg_unfectfile_issuenum,und_avg_unfectfile_changecmt,und_avg_unfectfile_changeloc,und_avg_unfectfile_bugcmt,und_avg_unfectfile_bugloc,p_avg_infectfile_authornum,p_avg_infectfile_issuenum,p_avg_infectfile_changecmt,p_avg_infectfile_changeloc,p_avg_infectfile_bugcmt,p_avg_infectfile_bugloc,p_avg_unfectfile_authornum,p_avg_unfectfile_issuenum,p_avg_unfectfile_changecmt,p_avg_unfectfile_changeloc,p_avg_unfectfile_bugcmt,p_avg_unfectfile_bugloc
posthog,3.801369863,17.20547945,15.2283105,433.6757991,20.543379,841.4680365,0.47107438,0.636363636,0.590909091,29.67355372,0.648760331,33.20661157,3.771493213,17.05429864,15.09502262,430.0316742,20.36199095,834.1334842,0.470588235,0.638655462,0.592436975,29.6512605,0.651260504,33.24369748
powerline,2.785714286,6.357142857,19.63095238,438.2261905,7.119047619,165.3571429,1.35483871,0.870967742,3.784946237,93.96774194,0.903225806,32.64516129,2.663366337,5.594059406,17.20792079,391.1386139,6.227722772,151.2673267,1.197368421,0.657894737,3.460526316,79.53947368,0.697368421,21.68421053
powerline-shell,2.733333333,1.2,8.4,152.5333333,1.333333333,9.666666667,1.095238095,0.142857143,2.285714286,31.85714286,0.166666667,3.214285714,2.172413793,0.655172414,5.965517241,97.68965517,0.724137931,5.068965517,0.857142857,0.178571429,1.75,28.32142857,0.214285714,4.75
prefect,5.966666667,2.4,36.69666667,798.4833333,2.42,216.4666667,1.488461538,0.684615385,3.007692308,90.71923077,0.692307692,109.4730769,5.751572327,2.411949686,34.88993711,767.0377358,2.43081761,236.7610063,1.438016529,0.541322314,2.876033058,79.39669421,0.549586777,74.84710744
pritunl,1.181818182,0.779220779,79.98701299,902.4935065,0.792207792,6.688311688,0.967391304,0.097826087,9.532608696,230.6902174,0.097826087,0.842391304,1.122302158,0.517985612,50.61870504,677.5755396,0.525179856,4.316546763,0.926229508,0.049180328,7.18852459,145.5409836,0.049180328,0.573770492
prophet,NA,NA,NA,NA,NA,NA,0.814814815,0.703703704,0.962962963,17.25925926,0.703703704,12.77777778,0.625,0.375,0.625,15.125,0.375,14.375,0.894736842,0.842105263,1.105263158,18.15789474,0.842105263,12.10526316
proselint,3.933884298,1.652892562,6.702479339,64.10743802,1.67768595,17.0661157,1.228571429,0.8,1.676190476,22.83809524,0.8,6.247619048,3.933884298,1.652892562,6.702479339,64.10743802,1.67768595,17.0661157,1.228571429,0.8,1.676190476,22.83809524,0.8,6.247619048
psutil,4.457627119,24.08474576,79.44067797,1461.661017,30.49152542,683.6779661,0.142857143,0.214285714,0.714285714,21.28571429,0.214285714,6.142857143,4.31147541,23.29508197,76.83606557,1413.737705,29.49180328,661.2622951,0.166666667,0.25,0.833333333,24.83333333,0.25,7.166666667
ptf,8.25,0.625,42,849.125,0.625,6.875,0.003030303,0,0.006060606,0.178787879,0,0,8.25,0.625,42,849.125,0.625,6.875,0.003030303,0,0.006060606,0.178787879,0,0
pwndbg,4.173076923,80.71153846,16.69230769,444.2692308,93.90384615,4453.391026,1,0.555555556,1.444444444,93.88888889,0.555555556,83.55555556,4.173076923,80.71153846,16.69230769,444.2692308,93.90384615,4453.391026,1,0.555555556,1.444444444,93.88888889,0.555555556,83.55555556
pwntools,4.461988304,7.754385965,23.08187135,1106.497076,8.263157895,274.2339181,0.5,0.522727273,0.772727273,28.79545455,0.590909091,21.09090909,4.453488372,7.744186047,22.97093023,1100.337209,8.261627907,272.9476744,0.441860465,0.395348837,0.697674419,28.37209302,0.418604651,20.34883721
py12306,2.411764706,1.558823529,13.55882353,247.6764706,1.588235294,23.23529412,0.1,0,0.2,6.2,0,0,2.371428571,1.514285714,13.22857143,242.3714286,1.542857143,22.57142857,0,0,0,0,0,0
pyalgotrade,1.068571429,0,16.94285714,495.9371429,0,0,0.615384615,0,2.692307692,43.84615385,0,0,1.066666667,0,16.62777778,485.0388889,0,0,0.375,0,0.875,6.5,0,0
pyAudioAnalysis,2.25,0.25,12.66666667,858.5833333,0.333333333,5.083333333,1.8,0.4,5.4,189,0.4,8,2.25,0.25,12.66666667,858.5833333,0.333333333,5.083333333,1.8,0.4,5.4,189,0.4,8
PyBoy,2.770491803,3.180327869,6.06557377,214.9836066,3.180327869,91.62295082,0.666666667,1,1.111111111,102.6666667,1,101,2.770491803,3.180327869,6.06557377,214.9836066,3.180327869,91.62295082,0.666666667,1,1.111111111,102.6666667,1,101
pydantic,10.65753425,37.57534247,28.19178082,764.2054795,39.91780822,1193.60274,0.761589404,0.973509934,0.920529801,15.54966887,0.986754967,16.84768212,6.507575758,21.50757576,16.25,430.5681818,22.81060606,669.780303,0.369565217,0.554347826,0.565217391,14.13043478,0.565217391,13.76086957
pyecharts,3.96039604,9.336633663,21.86138614,406.1485149,9.554455446,165.5247525,0.846153846,1.153846154,1.307692308,18.07692308,1.153846154,18,3.866666667,9.076190476,21.14285714,392.3333333,9.285714286,160.8666667,0.555555556,0.555555556,0.555555556,6.777777778,0.555555556,6.777777778
PyGithub,6.342723005,11.4741784,19.7370892,347.8873239,12.08450704,239.4507042,1.538461538,1.615384615,1.615384615,43.92307692,1.615384615,38.61538462,6.277777778,11.34259259,19.49074074,343.8796296,11.94444444,236.8194444,1.5,1.5,1.5,39.3,1.5,35.2
pygorithm,4,0.666666667,14,718.6666667,1.333333333,76,1.616666667,0.166666667,3.125,138.8416667,0.166666667,7.725,4,0.666666667,14,718.6666667,1.333333333,76,1.616666667,0.166666667,3.125,138.8416667,0.166666667,7.725
pyinstaller,4.479616307,2.649880096,13.70743405,261.3261391,3.472422062,100.0431655,0.728915663,0.123493976,0.897590361,18.12951807,0.126506024,6.641566265,4.479616307,2.649880096,13.70743405,261.3261391,3.472422062,100.0431655,0.728915663,0.123493976,0.897590361,18.12951807,0.126506024,6.641566265
pyinstrument,1.529411765,1.117647059,13.82352941,285.8529412,1.441176471,47.17647059,0.666666667,0.083333333,1.541666667,86.08333333,0.125,0.625,1.447368421,1.052631579,12.78947368,274.2368421,1.368421053,42.60526316,0.65,0,1.05,68.2,0,0
pyjwt,11.91666667,22.08333333,40.91666667,1286.583333,23,649.25,2.7,4.7,5.9,129.9,4.8,101.7,11.91666667,22.08333333,40.91666667,1286.583333,23,649.25,2.7,4.7,5.9,129.9,4.8,101.7
pylint,4.150537634,6.403225806,16.20967742,401.1129032,7.075268817,133.2419355,0.194244604,0.119904077,0.232613909,3.594724221,0.119904077,1.717026379,4.143617021,6.356382979,16.07446809,398.0319149,7.015957447,132.787234,0.178313253,0.110843373,0.21686747,3.074698795,0.113253012,1.289156627
pymc3,2.6875,0.84375,8.15625,163.7890625,0.9765625,18.3515625,0.272727273,0.272727273,0.272727273,4.454545455,0.272727273,4.454545455,2.641221374,0.839694656,7.984732824,160.2671756,0.969465649,18.16030534,0.125,0.125,0.125,2.375,0.125,2.375
PyMySQL,8.272727273,10.42424242,29.6969697,717.030303,10.63636364,290.6060606,2,0.8,2.6,96.1,0.8,25.4,7.944444444,9.666666667,27.72222222,665.5277778,9.861111111,270.4722222,1,0.571428571,1.142857143,94.85714286,0.571428571,15.28571429
pyod,1.861538462,0.446153846,20.6,711.3076923,0.523076923,18.33846154,1.6,0.163636364,4.945454545,228.2545455,0.163636364,5.309090909,1.82300885,0.336283186,14.21238938,519.0619469,0.380530973,13.13274336,0.428571429,0,0.714285714,19.28571429,0,0
pyppeteer,2.3,0.166666667,32.93333333,867.0666667,0.166666667,0.566666667,0.88,0,4.36,136.84,0,0,1.911111111,0.111111111,24.15555556,646.4,0.111111111,0.377777778,0.5,0,1,34.5,0,0
pyprobml,1.607843137,0.921568627,2.215686275,51.2875817,0.921568627,21.84313725,1.316062176,1,1.730569948,70.10103627,1,39.62694301,1.535294118,0.882352941,2.1,51.62941176,0.882352941,21.82352941,1.33604336,1.021680217,1.761517615,70.8102981,1.021680217,40.45528455
pyramid,1.365269461,0.245508982,6.239520958,186.7305389,0.245508982,2.838323353,1.091463415,0.082317073,1.740853659,31.11890244,0.091463415,0.93597561,1.298804781,0.167330677,4.780876494,138.0398406,0.167330677,2.179282869,1.06557377,0.106557377,1.692622951,27.6352459,0.118852459,0.959016393
pyro,3.360747664,13.80747664,14.17383178,412.553271,13.83738318,406.2280374,1.015384615,1.738461538,1.707692308,185.0923077,1.738461538,188.4,3.313296903,13.54098361,13.89617486,411.9854281,13.5701275,406.0692168,0.882352941,1.294117647,1.274509804,128.7647059,1.294117647,130.3137255
pysc2,3,0,13.91935484,470.7096774,0,0,1.177777778,0,1.844444444,102,0,0,2.585365854,0,11.1097561,394.304878,0,0,1.08,0,1.4,57.64,0,0
PySimpleGUI,3,0,101.125,9552.875,0,0,1.092807425,0.002320186,2.436194896,129.9535963,0.002320186,1.535962877,1.335526316,0,8.289473684,650.0296053,0,0,0.79020979,0.006993007,1.034965035,78.65034965,0.006993007,4.629370629
pyspider,3.095238095,1.555555556,16.98412698,323.6190476,1.555555556,22.20634921,1.325,0.4,4.025,73.275,0.4,6.2,2.971428571,1.442857143,15.68571429,300.5285714,1.442857143,20.2,1.212121212,0.393939394,4.03030303,69.15151515,0.393939394,7.060606061
pyTelegramBotAPI,9.931034483,1.620689655,37.5862069,861.7241379,1.689655172,27.13793103,2.2,0,2.8,86.7,0,0,9,1.424242424,33.39393939,766.4242424,1.484848485,23.84848485,2.166666667,0,2.666666667,94.16666667,0,0
pytest,8.808988764,5.988764045,33.04494382,794.4494382,6.483146067,138.3932584,0.710843373,0.108433735,1.313253012,39.71084337,0.144578313,2.746987952,8.451612903,5.731182796,31.64516129,760.3333333,6.204301075,132.4408602,0.721518987,0.113924051,1.35443038,41.65822785,0.151898734,2.886075949
pytext,7.270916335,10.00796813,13.06772908,393.2111554,10.00796813,274.314741,1.64028777,1.467625899,2.043165468,116.294964,1.467625899,85.28776978,6.933085502,9.49070632,12.39405204,381.0223048,9.49070632,264.2936803,1.553719008,1.347107438,1.900826446,102.1983471,1.347107438,79.44628099
Python,2.211538462,2.134615385,2.75,66.23076923,2.173076923,41.07692308,0.373883929,0.481026786,0.497767857,19.15513393,0.491071429,18.45758929,2.333333333,2.350877193,2.947368421,77.43859649,2.403508772,48.03508772,0.355780022,0.457912458,0.472502806,18.17396184,0.466891134,17.88552189
python-for-android,5.02259887,14.83050847,12.65536723,268.740113,16.37853107,512.1355932,1.805194805,1.363636364,2.298701299,41.83116883,1.363636364,32.38961039,4.972375691,14.54696133,12.4640884,266.0828729,16.06077348,502.5082873,1.753424658,1.328767123,2.205479452,35.98630137,1.328767123,29.97260274
python-mini-projects,NA,NA,NA,NA,NA,NA,0.148760331,0,0.239669421,8.487603306,0,0,NA,NA,NA,NA,NA,NA,0.148760331,0,0.239669421,8.487603306,0,0
python-patterns,NA,NA,NA,NA,NA,NA,1.585714286,0.057142857,2.271428571,35.17142857,0.114285714,3.042857143,NA,NA,NA,NA,NA,NA,1.585714286,0.057142857,2.271428571,35.17142857,0.114285714,3.042857143
python-phonenumbers,1.107644306,0.081123245,22.52730109,8489.730109,0.082683307,0.477379095,1.294117647,0.470588235,3.235294118,59.94117647,0.470588235,1.823529412,1.107644306,0.081123245,22.52730109,8489.730109,0.082683307,0.477379095,1.294117647,0.470588235,3.235294118,59.94117647,0.470588235,1.823529412
python-pinyin,1.735294118,2.794117647,14.32352941,17258.41176,2.823529412,3486.5,0.904761905,0.380952381,2.714285714,110.2380952,0.380952381,50.33333333,1.735294118,2.794117647,14.32352941,17258.41176,2.823529412,3486.5,0.904761905,0.380952381,2.714285714,110.2380952,0.380952381,50.33333333
python-prompt-toolkit,2.056179775,0.310861423,16.47565543,466.5430712,0.329588015,6.68164794,0.846153846,0.153846154,1.538461538,41.15384615,0.153846154,1.615384615,2.048327138,0.308550186,16.37918216,463.7472119,0.327137546,6.63197026,0.818181818,0.181818182,1.181818182,32.18181818,0.181818182,1.909090909
python-slack-sdk,1.716129032,5.55483871,8.406451613,566.9548387,6.264516129,829.7548387,0.965517241,1.754789272,2.578544061,90.65517241,2,113.5095785,1.704402516,5.51572327,8.283018868,561.1320755,6.245283019,833.5974843,0.961089494,1.719844358,2.564202335,86.84435798,1.945525292,99.9844358
python-spider,NA,NA,NA,NA,NA,NA,0.52,0,0.92,78.18,0,0,1,0,1.666666667,52.66666667,0,0,0.489361702,0,0.872340426,79.80851064,0,0
python-telegram-bot,9.765734266,24.04195804,25.54545455,672.6258741,25.21678322,763.7027972,0.55,0.65,0.65,63.3,0.65,63.3,9.674740484,23.80276817,25.29065744,667.3217993,24.96539792,757.4532872,0.470588235,0.588235294,0.588235294,45.94117647,0.588235294,45.94117647
python-twitter,9.214285714,2.857142857,32.85714286,1947.285714,2.857142857,97.5,2.291666667,0.375,3.541666667,107.1666667,0.375,15.29166667,8.105263158,2.157894737,25.84210526,1485.473684,2.157894737,78.73684211,1.578947368,0.421052632,2.842105263,84.73684211,0.421052632,12.42105263
pytorch-CycleGAN-and-pix2pix,5.590909091,0.181818182,26.81818182,392.2727273,0.181818182,1.409090909,1.142857143,0,2.642857143,60.5,0,0,5.04,0.16,24.08,351.12,0.16,1.24,1.181818182,0,2.272727273,63.54545455,0,0
PyTorch-GAN,2.125,0.25,10.25,431.25,0.25,3.875,1.903846154,0.057692308,5.134615385,318.4807692,0.057692308,1.480769231,2.121212121,0.151515152,7.909090909,395.8181818,0.151515152,3.272727273,1.703703704,0,3.259259259,257.3703704,0,0
pytorch-image-models,2.12371134,1.340206186,15.36082474,632.4742268,1.360824742,35.59793814,1.193548387,0.247311828,3.419354839,148.4731183,0.247311828,10.10752688,2.11,1.32,15.06,618.43,1.34,34.61,1.177777778,0.233333333,3.355555556,147.9444444,0.233333333,10.35555556
pytorch-lightning,9.073369565,28.05706522,25.39402174,619.548913,29.72282609,761.2146739,0.867647059,1.088235294,1.088235294,36.42647059,1.088235294,36.42647059,8.664102564,26.59487179,24.08205128,589.5564103,28.16666667,723.2307692,0.413043478,0.586956522,0.586956522,11.82608696,0.586956522,11.82608696
pytorch-metric-learning,1.655172414,0.455172414,12.53103448,250,0.455172414,5.151724138,0.666666667,0.285714286,1.19047619,50.28571429,0.285714286,11.23809524,1.644295302,0.456375839,12.24832215,245.5838926,0.456375839,5.067114094,0.529411765,0.235294118,1,42,0.235294118,13.41176471
pytorch3d,4.063636364,0.372727273,8.231818182,383.4454545,0.372727273,9.781818182,1.526315789,0.157894737,2.342105263,151.3421053,0.157894737,9.157894737,4.036036036,0.378378378,8.166666667,381.4234234,0.378378378,11.12612613,1.555555556,0.111111111,2.416666667,150.9166667,0.111111111,0.833333333
pytorch_geometric,3.025454545,33.21454545,15.14181818,360.8036364,36.61454545,2481.487273,1.465277778,10.19444444,4.159722222,109.1851852,11.25462963,464.3842593,2.766763848,28.69387755,13.31778426,327.4110787,31.62973761,2194.41691,1.417582418,10.15384615,3.826923077,93.6456044,11.21428571,358.0714286
PyTricks,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
pytube,5.882352941,8.882352941,39.97058824,1019.470588,9,238.5294118,0.666666667,1.5,1.333333333,55.83333333,1.666666667,57.5,5.882352941,8.882352941,39.97058824,1019.470588,9,238.5294118,0.666666667,1.5,1.333333333,55.83333333,1.666666667,57.5
pytype,5.341708543,0.698492462,33.42211055,887.9849246,1.236180905,23.13567839,0.665338645,0.059760956,1.302788845,42.68525896,0.087649402,2.215139442,4.651821862,0.582995951,27.63157895,731.417004,1.036437247,18.94736842,0.399014778,0.049261084,0.753694581,33.31527094,0.0591133,2.36453202
pywal,5.857142857,2.357142857,52.07142857,488.0714286,2.357142857,17.92857143,0.75,0.25,6.5,60.08333333,0.25,0.5,5.857142857,2.357142857,52.07142857,488.0714286,2.357142857,17.92857143,0.75,0.25,6.5,60.08333333,0.25,0.5
pywonderland,1.666666667,0,10.33333333,243,0,0,1.093023256,0,3.139534884,112.1627907,0,0,1.666666667,0,6.8,205.1333333,0,0,0.870967742,0,2.064516129,79.83870968,0,0
qqbot,1.88,0.28,18.32,624.52,0.28,18.76,0.823529412,0.176470588,1.823529412,75.64705882,0.176470588,15.70588235,1.685714286,0.285714286,13.88571429,478.8285714,0.285714286,21.02857143,0.285714286,0,0.428571429,20,0,0
QUANTAXIS,3.551401869,1.345794393,39.3364486,1316.261682,1.38317757,11.31775701,0.953125,0,2.4375,96.59375,0,0,3.26446281,1.190082645,35.23140496,1188.206612,1.223140496,10.00826446,0.92,0,2.04,64.98,0,0
qutebrowser,5.782716049,9.27654321,56.84938272,815.5061728,10.81481481,174.0123457,0.8,0.266666667,2.666666667,1169.466667,0.266666667,7.266666667,5.745721271,9.185819071,56.36919315,808.9339853,10.70904645,172.3105134,0.363636364,0.363636364,0.818181818,1542.545455,0.363636364,9.909090909
ranger,6.282608696,3.02173913,45.92391304,764.4673913,3.347826087,42.27173913,0.588235294,0,0.823529412,15.52941176,0,0,6.215053763,2.989247312,45.43010753,756.2473118,3.311827957,41.8172043,0.625,0,0.875,16.5,0,0
rasa,8.598039216,9.203431373,40.59068627,972.7328431,9.375,666.5612745,0.546153846,0.192307692,1.153846154,41.02307692,0.2,11.56923077,8.568292683,9.168292683,40.40487805,968.4853659,9.33902439,663.802439,0.515625,0.1640625,1.1328125,40.0703125,0.171875,10.171875
ray,5.241906475,15.76438849,15.34442446,488.7446043,16.32014388,525.7670863,1.135893648,1.666174298,1.672082718,99.35598227,1.713441654,105.1669129,4.960687961,14.64209664,14.25634726,467.7010647,15.16953317,504.7002457,0.952464789,1.373239437,1.387323944,69.86795775,1.383802817,69.73943662
Real-Time-Voice-Cloning,1.944444444,2.444444444,4.222222222,142.9444444,2.777777778,113.9444444,1.024390244,0.756097561,1.731707317,60.75609756,0.804878049,46,2.153846154,2.307692308,4.461538462,125.9230769,2.576923077,88.69230769,0.636363636,0.454545455,0.939393939,54.24242424,0.484848485,49.42424242
real-url,1,0,2,700,0,0,0.444444444,0.055555556,0.866666667,179.1666667,0.1,11.54444444,1.05,0,1.8,453.15,0,0,0.3625,0.0625,0.775,175.775,0.1125,12.9875
recommenders,0.631578947,0,0.631578947,1.894736842,0,0,0.597938144,0.12371134,1.603092784,33.3814433,0.149484536,10.45876289,0.742857143,0,0.742857143,2.114285714,0,0,0.573033708,0.134831461,1.668539326,36.16853933,0.162921348,11.3988764
responder,8.75,1.375,48.125,885.25,1.75,11,2.105263158,0.105263158,8.105263158,73.36842105,0.105263158,0.947368421,6.785714286,0.928571429,33,580.6428571,1.142857143,7.571428571,1.153846154,0,5.923076923,26.69230769,0,0
rich,3.015037594,0.015037594,25.60902256,600.406015,0.015037594,0.030075188,0.930232558,0,1.930232558,49.44186047,0,0,2.992592593,0.014814815,25.28148148,592.4888889,0.014814815,0.02962963,0.902439024,0,1.853658537,48.63414634,0,0
roboto,2.8,0.6,26.3,551.5,0.7,4.8,1.073170732,0.048780488,4.024390244,197.7317073,0.048780488,0.731707317,2.642857143,0.428571429,23.78571429,546.8571429,0.5,3.428571429,0.945945946,0.054054054,2.567567568,161.2432432,0.054054054,0.810810811
RocAlphaGo,3.5625,0.34375,14.21875,678.71875,0.34375,4.71875,0.545454545,0.090909091,0.818181818,7.272727273,0.090909091,3.363636364,3.5,0.352941176,13.61764706,640.8823529,0.352941176,5.529411765,0.111111111,0,0.111111111,1,0,0
routersploit,1.106870229,3.096692112,3.292620865,68.81679389,3.10178117,65.68956743,0.567084079,1.010733453,1,25.2236136,1.010733453,25.28085868,1.106598985,3.091370558,3.28680203,68.77411168,3.096446701,65.65482234,0.566308244,1.010752688,1,25.17562724,1.010752688,25.23297491
rqalpha,4.787610619,0.256637168,24.87610619,423.3274336,0.256637168,6.424778761,1.172413793,0.017241379,2.551724138,115.3965517,0.017241379,0.24137931,4.683760684,0.256410256,24.11965812,410,0.256410256,6.324786325,1.12962963,0,2.537037037,121.462963,0,0
rtv,4.702702703,1.378378378,35.56756757,907.5945946,1.405405405,122.5675676,1.066666667,0.266666667,6.866666667,204.8666667,0.266666667,21.66666667,4.227272727,1.25,32.13636364,819.9772727,1.272727273,110.4545455,0.5,0,0.625,71.875,0,0
RxPY,2.372159091,2.178977273,8.397727273,313.59375,2.204545455,51.5625,0.686567164,0.71641791,0.850746269,29.62686567,0.880597015,39.53731343,2.319559229,2.134986226,8.173553719,304.9118457,2.162534435,50.80440771,0.696428571,0.714285714,0.821428571,30.125,0.892857143,42.08928571
sacred,5.40952381,5.838095238,20.77142857,444.1333333,6.019047619,170.5047619,1.666666667,1.833333333,2.333333333,140.4166667,1.833333333,135.1666667,5.330275229,5.770642202,20.20183486,442.4862385,5.944954128,178.412844,0.875,0.75,0.875,11,0.75,9.75
sanic,8.558558559,31.71171171,22.17117117,702.6576577,33.5045045,2206.153153,1.271186441,5.406779661,1.813559322,48.6779661,5.593220339,256.779661,7.620155039,29.01550388,19.49612403,618.1007752,30.6124031,1978.906977,1.024390244,2.341463415,1.292682927,27.6097561,2.43902439,115.9512195
SASM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saws,1.263157895,2.789473684,17.31578947,370.4210526,4.526315789,143.9473684,0.941176471,1.235294118,6.117647059,114.8235294,2.470588235,77.05882353,1.25,2.5,15,332.25,4.25,145.0416667,0.833333333,1.166666667,6.083333333,84.66666667,2.166666667,47
scalene,3.695652174,1.130434783,34,882.2608696,1.913043478,121.7826087,0.613636364,0.068181818,1.772727273,77.79545455,0.068181818,2.227272727,3.695652174,1.130434783,34,882.2608696,1.913043478,121.7826087,0.613636364,0.068181818,1.772727273,77.79545455,0.068181818,2.227272727
scapy,6.588850174,3.745644599,25.17421603,1102.8223,4.146341463,320.2857143,1.435897436,1.512820513,3.051282051,505.2051282,1.769230769,384.2051282,6.343234323,3.666666667,24.10561056,1094,4.066006601,338.0165017,1.086956522,1,1.739130435,205.6956522,1.173913043,195.0869565
scikit-image,9.472222222,6.422839506,28.61111111,588.3240741,6.561728395,168.0679012,2.945525292,2.035019455,4.727626459,104.1712062,2.050583658,59.75486381,9.418181818,6.372727273,28.32727273,585.9666667,6.515151515,167.7060606,2.860557769,1.996015936,4.529880478,95.69721116,2.003984064,57.64143426
scikit-learn,15.39507959,18.77568741,30.25180897,843.4616498,19.31837916,707.9160637,2.871794872,2.579487179,3.317948718,111.6461538,2.723076923,97.29230769,15.36940837,18.73881674,30.18326118,842.021645,19.27994228,706.8571429,2.834196891,2.544041451,3.284974093,109.2331606,2.689119171,94.76683938
scipy,14.03436989,5.661211129,42.09819967,1527.394435,5.890343699,235.1227496,1.482905983,0.777777778,2.897435897,167.9230769,0.782051282,63.45726496,13.29846154,5.387692308,39.83846154,1460.172308,5.603076923,228.92,1.425641026,0.712820513,2.58974359,120.1025641,0.717948718,49.8
scrapy,9.661087866,4.343096234,24.72803347,380.6527197,4.673640167,81.38912134,2.055555556,0.888888889,3.677777778,84.86666667,1.111111111,37.71111111,8.71886121,3.896797153,21.98576512,347.4626335,4.238434164,79.33451957,0.916666667,0.479166667,1.3125,20.35416667,0.541666667,11.52083333
scylla,3.375,2.25,13.25,198.5,2.25,46.5,1.693877551,0.959183673,3.93877551,48.20408163,0.959183673,11.48979592,3.375,2.25,13.25,198.5,2.25,46.5,1.693877551,0.959183673,3.93877551,48.20408163,0.959183673,11.48979592
seaborn,5.543859649,16.87719298,38.12280702,1546.719298,17.31578947,1025.649123,0.909090909,0.75,2,141.1136364,0.75,48.59090909,5.316666667,16.1,36.28333333,1492.866667,16.51666667,997.85,0.902439024,0.707317073,2.048780488,117.0731707,0.707317073,17.7804878
security_monkey,4.074074074,2.915343915,8.693121693,324.2645503,3.047619048,123.047619,0.641509434,0.283018868,0.855345912,39.36477987,0.283018868,11.55974843,4.031088083,2.865284974,8.595854922,320.5595855,2.994818653,121.7098446,0.606451613,0.277419355,0.774193548,36.62580645,0.277419355,10.3483871
segmentation_models.pytorch,2.918918919,4.054054054,5.702702703,216.7567568,4.054054054,197.7027027,1.707317073,1.56097561,2.43902439,91.09756098,1.56097561,68.68292683,2.8,3.85,5.425,216.85,3.85,195.85,1.736842105,1.578947368,2.473684211,81.07894737,1.578947368,60.44736842
semantic-segmentation-pytorch,4.75,0,32.25,1040.5,0,0,0,0,0,0,0,0,4.75,0,32.25,1040.5,0,0,0,0,0,0,0,0
sentence-transformers,2.666666667,0.509803922,12.96078431,248.9215686,0.509803922,3.039215686,1.258064516,0.112903226,2.85483871,87.15322581,0.120967742,1.790322581,2.634615385,0.5,12.76923077,247.75,0.5,2.980769231,1.260162602,0.113821138,2.853658537,86.33333333,0.12195122,1.804878049
seq2seq,1.070175439,0.228070175,19.52631579,431.9298246,0.228070175,3.157894737,0.72,0.04,3.76,82.56,0.04,0.32,1.068965517,0.224137931,19.32758621,435.3103448,0.224137931,3.103448276,0.708333333,0.041666667,3.583333333,59.83333333,0.041666667,0.333333333
serenata-de-amor,2.52,0.24,8.84,161.4,0.24,2.08,0.359281437,0.041916168,0.74251497,28.48502994,0.041916168,2.299401198,2.225806452,0.225806452,7.35483871,133.1935484,0.225806452,1.806451613,0.335403727,0.037267081,0.726708075,28.96273292,0.037267081,2.360248447
SerpentAI,1.290322581,0,7.451612903,249.2258065,0,0,0.648648649,0.027027027,1.527027027,88.78378378,0.027027027,0.054054054,1.214285714,0,6.571428571,268.3809524,0,0,0.587301587,0.031746032,1.079365079,48,0.031746032,0.063492063
shadowsocksr,2.526315789,1.052631579,22.94736842,631.8421053,1.421052632,13.05263158,1.2,0.2,4.866666667,118.6,0.333333333,6.933333333,2.608695652,1,21.04347826,564.3478261,1.391304348,15.30434783,0.545454545,0,2.272727273,73.09090909,0,0
sigma,5.363636364,11.59090909,15.68181818,921.5227273,11.61363636,1921.340909,1.475,0.875,2.475,184.55,0.875,104.6,4.616666667,9.066666667,12.71666667,775.6666667,9.083333333,1478.683333,0.75,0.041666667,1.083333333,57.875,0.041666667,0.083333333
skorch,6,14.375,24.5625,859.65625,14.75,681.0625,1.310344828,1.793103448,2.068965517,135.1034483,1.827586207,142.0344828,5.048780488,11.75609756,19.82926829,708.9512195,12.07317073,572.0487805,1.15,1.5,1.65,118,1.5,122.95
sktime,3.435483871,10.71774194,9.22983871,449.141129,11.375,768.0725806,0.915254237,1.774011299,1.220338983,113.1355932,1.830508475,158.5084746,3.259259259,9.992592593,8.644444444,432.4518519,10.5962963,726.4962963,0.864516129,1.767741935,1.103225806,94.51612903,1.832258065,144.4129032
SlowFast,3.826086957,0.608695652,9.52173913,470.5434783,0.608695652,21.7826087,1.564102564,0.076923077,2.256410256,220.7179487,0.076923077,8.435897436,3.317460317,0.444444444,7.73015873,423.952381,0.444444444,15.9047619,1.272727273,0.136363636,1.772727273,161.0909091,0.136363636,14.95454545
snips-nlu,2.676190476,2.228571429,23.42857143,654.847619,2.228571429,52.22857143,0.722222222,0.277777778,0.888888889,85.27777778,0.277777778,70.72222222,2.644859813,2.205607477,23.00934579,653.7383178,2.205607477,62.38317757,0.6875,0.1875,0.875,21.5,0.1875,5.125
snorkel,2.95,12.225,9.85,357,12.775,440.85,1.448598131,3.775700935,3.224299065,72.72897196,3.803738318,84.99065421,2.884615385,11.32692308,9.153846154,322.6923077,11.75,393.1153846,1.294736842,3.2,2.768421053,55.6,3.231578947,66.16842105
social-engineer-toolkit,4.575757576,0.090909091,17.27272727,900.4242424,0.106060606,0.712121212,0.108108108,0,0.108108108,6.135135135,0,0,4.575757576,0.090909091,17.27272727,900.4242424,0.106060606,0.712121212,0.108108108,0,0.108108108,6.135135135,0,0
