project,exp-min,exp-1/4,exp-2/4,exp-3/4,exp-max,exp-avg,imp-min,imp-1/4,imp-2/4,imp-3/4,imp-max,imp-avg,i/e-min,i/e-1/4,i/e-2/4,i/e-3/4,i/e-max,i/e-avg
onionshare,0,0,0,0,1,0.083333333,0,0,0,0,1,0.090909091,NA,NA,NA,NA,1,1.090909091
openage,0,0,0,0,8,0.346153846,0,0,0,0,8,0.266129032,NA,NA,NA,NA,1,0.768817204
OpenNMT-py,0,2,5,10.5,70,8.961165049,0,4,6,11.25,61,10.68333333,NA,2,1.2,1.071428571,0.871428571,1.192181293
oppia,0,7,17,43,370,31.75348837,0,10,27,69,297,44.52238806,NA,1.428571429,1.588235294,1.604651163,0.802702703,1.402125887
optuna,0,0,0,1,3,0.331877729,0,0,0,1,2,0.330985915,NA,NA,NA,1,0.666666667,0.997312824
osmnx,0,0,0,1.75,6,1.076923077,0,0,0,0,0,0,NA,NA,NA,0,0,0
P4wnP1,0,0,0,0,2,0.230769231,0,0,0,0.75,2,0.5,NA,NA,NA,NA,1,2.166666667
package_control,0,0,0,0,8,0.248730964,0,0,0,0,8,0.426229508,NA,NA,NA,NA,1,1.713616594
Paddle,0,1,3,7,742,9.010947368,0,2,4,9,742,10.48127208,NA,2,1.333333333,1.285714286,1,1.163170936
PaddleDetection,0,0,2,4.25,77,4.511111111,0,1,2,5,77,6.284090909,NA,NA,1,1.176470588,1,1.393025078
PaddleHub,0,0,0,1,31,0.601431981,0,0,0,1,23,0.806451613,NA,NA,NA,1,0.741935484,1.340885817
PaddleOCR,0,0,0,1,6,0.553763441,0,0,1,1,6,0.886363636,NA,NA,NA,1,1,1.600617829
pandas,0,5,12.5,34,1007,31.6199422,1,7,18,45,1007,39.83474576,NA,1.4,1.44,1.323529412,1,1.259798184
paperless,0,0,0,1,11,1.016666667,0,0,0,1,11,1.297297297,NA,NA,NA,1,1,1.276030128
paramiko,0,1,2,4,27,3.246753247,0,0,2,4,27,3.333333333,NA,0,1,1,1,1.026666667
ParlAI,0,2,3.5,7,185,7.457420925,0,3,6,12,185,11.87228261,NA,1.5,1.714285714,1.714285714,1,1.592009185
PathPicker,0,3,7,12,26,8.56,0,7,9.5,13,26,10.78571429,NA,2.333333333,1.357142857,1.083333333,1,1.260013351
pdfminer,0,0,0,0.25,1,0.25,0,0,0,1,1,0.466666667,NA,NA,NA,4,1,1.866666667
peewee,0,0,2,5,359,9.62962963,0,0,2,6,359,11.04347826,NA,NA,1,1.2,1,1.146822742
pendulum,0,1,1,2,10,1.596491228,0,0,1,2,10,1.671052632,NA,0,1,1,1,1.046703297
persepolis,0,1,2,4,25,3.392156863,0,2,3,5,25,4.826086957,NA,2,1.5,1.25,1,1.422719276
pgcli,0,2,4,6,65,6.641509434,1,4,5,10.75,65,10.55,NA,2,1.25,1.791666667,1,1.588494318
picard,0,0,0,1,24,1.284883721,0,0,0,2,24,1.836363636,NA,NA,NA,2,1,1.429206088
Pillow,0,0,0,1,13,0.906367041,0,0,0,1,13,1.130434783,NA,NA,NA,1,1,1.247215235
pip,0,0,0,1,38,1.42394822,0,0,0,3,38,2.417910448,NA,NA,NA,3,1,1.698032564
pip-tools,0,2,6,18.25,55,10.86111111,2,4,13,20,49,15.29411765,NA,2,2.166666667,1.095890411,0.890909091,1.408154054
pipenv,0,0,0,0,99,1.4,0,0,0,0,99,2.041208791,NA,NA,NA,NA,1,1.458006279
pipx,0,3,7.5,11.75,59,9.388888889,1,12,15,34,59,22,NA,4,2,2.893617021,1,2.343195266
pitivi,0,0,1,4,34,3.523255814,0,0,2,4,34,3.727272727,NA,NA,2,1,1,1.057905791
pitivi-pitivi,0,0,1,4,34,3.523255814,0,0,2,4,34,3.727272727,NA,NA,2,1,1,1.057905791
plasma,0,0,1,1,3,0.684210526,0,0,0,1,3,0.574468085,NA,NA,0,1,1,0.839607201
platformio-core,0,1,3,7,435,8.94011976,0,1.25,3,7,81,6.826530612,NA,1.25,1,1,0.186206897,0.763583799
playwright-python,0,3,6,11.25,55,9.558333333,0,4,6,12.75,55,11.25581395,NA,1.333333333,1,1.133333333,1,1.177591695
poetry,0,1,5,13,92,11.00990099,0,3,8,17,92,13.75193798,NA,3,1.6,1.307692308,1,1.249051921
PokemonGo-Bot,0,9,211,356,669,213.5591398,0,5.5,223,403.5,669,245.5090909,NA,0.611111111,1.056872038,1.133426966,1,1.149607042
poky,0,0,1,3,160,4.20657277,0,0,1,5,160,5.127795527,NA,NA,1,1.666666667,1,1.218996035
